# shortcode,# animated,# emoji-ordering.txt,# group-variant,# emoticon,# tone-group
,,1F468 1F3FC 200D 1F9BC 200D 27A1; minimally-qualified # 👨🏼‍🦼‍➡ E15.1 man in motorized wheelchair facing right: medium-light skin tone,group: 1F9D1 200D 1F9BC,,6
,,1F468 1F3FD 200D 1F9BC 200D 27A1 FE0F; fully-qualified     # 👨🏽‍🦼‍➡️ E15.1 man in motorized wheelchair facing right: medium skin tone,group: 1F9D1 200D 1F9BC,,6
,,1F468 1F3FD 200D 1F9BC 200D 27A1; minimally-qualified # 👨🏽‍🦼‍➡ E15.1 man in motorized wheelchair facing right: medium skin tone,group: 1F9D1 200D 1F9BC,,6
,,1F468 1F3FE 200D 1F9BC 200D 27A1 FE0F; fully-qualified     # 👨🏾‍🦼‍➡️ E15.1 man in motorized wheelchair facing right: medium-dark skin tone,group: 1F9D1 200D 1F9BC,,6
,,1F468 1F3FE 200D 1F9BC 200D 27A1; minimally-qualified # 👨🏾‍🦼‍➡ E15.1 man in motorized wheelchair facing right: medium-dark skin tone,group: 1F9D1 200D 1F9BC,,6
,,1F468 1F3FF 200D 1F9BC 200D 27A1 FE0F; fully-qualified     # 👨🏿‍🦼‍➡️ E15.1 man in motorized wheelchair facing right: dark skin tone,group: 1F9D1 200D 1F9BC,,6
,,1F468 1F3FF 200D 1F9BC 200D 27A1; minimally-qualified # 👨🏿‍🦼‍➡ E15.1 man in motorized wheelchair facing right: dark skin tone,group: 1F9D1 200D 1F9BC,,6
:person-in-manual-wheelchair:,,1F9D1 200D 1F9BD ; fully-qualified # 🧑‍🦽 E12.1 person in manual wheelchair,,,6
,,1F9D1 1F3FB 200D 1F9BD ; fully-qualified # 🧑🏻‍🦽 E12.1 person in manual wheelchair: light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FC 200D 1F9BD ; fully-qualified # 🧑🏼‍🦽 E12.1 person in manual wheelchair: medium-light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FD 200D 1F9BD ; fully-qualified # 🧑🏽‍🦽 E12.1 person in manual wheelchair: medium skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FE 200D 1F9BD ; fully-qualified # 🧑🏾‍🦽 E12.1 person in manual wheelchair: medium-dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FF 200D 1F9BD ; fully-qualified # 🧑🏿‍🦽 E12.1 person in manual wheelchair: dark skin tone,group: 1F9D1 200D 1F9BD,,6
:person-in-manual-wheelchair-right:,,1F9D1 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 🧑‍🦽‍➡️ E15.1 person in manual wheelchair facing right,group: 1F9D1 200D 1F9BD,,6
:person-in-manual-wheelchair-right:,,1F9D1 200D 1F9BD 200D 27A1; minimally-qualified # 🧑‍🦽‍➡ E15.1 person in manual wheelchair facing right,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FB 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 🧑🏻‍🦽‍➡️ E15.1 person in manual wheelchair facing right: light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FB 200D 1F9BD 200D 27A1; minimally-qualified # 🧑🏻‍🦽‍➡ E15.1 person in manual wheelchair facing right: light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FC 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 🧑🏼‍🦽‍➡️ E15.1 person in manual wheelchair facing right: medium-light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FC 200D 1F9BD 200D 27A1; minimally-qualified # 🧑🏼‍🦽‍➡ E15.1 person in manual wheelchair facing right: medium-light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FD 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 🧑🏽‍🦽‍➡️ E15.1 person in manual wheelchair facing right: medium skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FD 200D 1F9BD 200D 27A1; minimally-qualified # 🧑🏽‍🦽‍➡ E15.1 person in manual wheelchair facing right: medium skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FE 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 🧑🏾‍🦽‍➡️ E15.1 person in manual wheelchair facing right: medium-dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FE 200D 1F9BD 200D 27A1; minimally-qualified # 🧑🏾‍🦽‍➡ E15.1 person in manual wheelchair facing right: medium-dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FF 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 🧑🏿‍🦽‍➡️ E15.1 person in manual wheelchair facing right: dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F9D1 1F3FF 200D 1F9BD 200D 27A1; minimally-qualified # 🧑🏿‍🦽‍➡ E15.1 person in manual wheelchair facing right: dark skin tone,group: 1F9D1 200D 1F9BD,,6
:woman-in-manual-wheelchair:,,1F469 200D 1F9BD ; fully-qualified # 👩‍🦽 woman in manual wheelchair,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FB 200D 1F9BD ; fully-qualified # 👩🏻‍🦽 woman in manual wheelchair: light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FC 200D 1F9BD ; fully-qualified # 👩🏼‍🦽 woman in manual wheelchair: medium-light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FD 200D 1F9BD ; fully-qualified # 👩🏽‍🦽 woman in manual wheelchair: medium skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FE 200D 1F9BD ; fully-qualified # 👩🏾‍🦽 woman in manual wheelchair: medium-dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FF 200D 1F9BD ; fully-qualified # 👩🏿‍🦽 woman in manual wheelchair: dark skin tone,group: 1F9D1 200D 1F9BD,,6
:woman-in-manual-wheelchair-right:,,1F469 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👩‍🦽‍➡️ E15.1 woman in manual wheelchair facing right,group: 1F9D1 200D 1F9BD,,6
:woman-in-manual-wheelchair-right:,,1F469 200D 1F9BD 200D 27A1; minimally-qualified # 👩‍🦽‍➡ E15.1 woman in manual wheelchair facing right,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FB 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👩🏻‍🦽‍➡️ E15.1 woman in manual wheelchair facing right: light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FB 200D 1F9BD 200D 27A1; minimally-qualified # 👩🏻‍🦽‍➡ E15.1 woman in manual wheelchair facing right: light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FC 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👩🏼‍🦽‍➡️ E15.1 woman in manual wheelchair facing right: medium-light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FC 200D 1F9BD 200D 27A1; minimally-qualified # 👩🏼‍🦽‍➡ E15.1 woman in manual wheelchair facing right: medium-light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FD 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👩🏽‍🦽‍➡️ E15.1 woman in manual wheelchair facing right: medium skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FD 200D 1F9BD 200D 27A1; minimally-qualified # 👩🏽‍🦽‍➡ E15.1 woman in manual wheelchair facing right: medium skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FE 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👩🏾‍🦽‍➡️ E15.1 woman in manual wheelchair facing right: medium-dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FE 200D 1F9BD 200D 27A1; minimally-qualified # 👩🏾‍🦽‍➡ E15.1 woman in manual wheelchair facing right: medium-dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FF 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👩🏿‍🦽‍➡️ E15.1 woman in manual wheelchair facing right: dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F469 1F3FF 200D 1F9BD 200D 27A1; minimally-qualified # 👩🏿‍🦽‍➡ E15.1 woman in manual wheelchair facing right: dark skin tone,group: 1F9D1 200D 1F9BD,,6
:man-in-manual-wheelchair:,,1F468 200D 1F9BD ; fully-qualified # 👨‍🦽 man in manual wheelchair,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FB 200D 1F9BD ; fully-qualified # 👨🏻‍🦽 man in manual wheelchair: light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FC 200D 1F9BD ; fully-qualified # 👨🏼‍🦽 man in manual wheelchair: medium-light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FD 200D 1F9BD ; fully-qualified # 👨🏽‍🦽 man in manual wheelchair: medium skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FE 200D 1F9BD ; fully-qualified # 👨🏾‍🦽 man in manual wheelchair: medium-dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FF 200D 1F9BD ; fully-qualified # 👨🏿‍🦽 man in manual wheelchair: dark skin tone,group: 1F9D1 200D 1F9BD,,6
:man-in-manual-wheelchair-right:,,1F468 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👨‍🦽‍➡️ E15.1 man in manual wheelchair facing right,group: 1F9D1 200D 1F9BD,,6
:man-in-manual-wheelchair-right:,,1F468 200D 1F9BD 200D 27A1; minimally-qualified # 👨‍🦽‍➡ E15.1 man in manual wheelchair facing right,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FB 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👨🏻‍🦽‍➡️ E15.1 man in manual wheelchair facing right: light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FB 200D 1F9BD 200D 27A1; minimally-qualified # 👨🏻‍🦽‍➡ E15.1 man in manual wheelchair facing right: light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FC 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👨🏼‍🦽‍➡️ E15.1 man in manual wheelchair facing right: medium-light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FC 200D 1F9BD 200D 27A1; minimally-qualified # 👨🏼‍🦽‍➡ E15.1 man in manual wheelchair facing right: medium-light skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FD 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👨🏽‍🦽‍➡️ E15.1 man in manual wheelchair facing right: medium skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FD 200D 1F9BD 200D 27A1; minimally-qualified # 👨🏽‍🦽‍➡ E15.1 man in manual wheelchair facing right: medium skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FE 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👨🏾‍🦽‍➡️ E15.1 man in manual wheelchair facing right: medium-dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FE 200D 1F9BD 200D 27A1; minimally-qualified # 👨🏾‍🦽‍➡ E15.1 man in manual wheelchair facing right: medium-dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FF 200D 1F9BD 200D 27A1 FE0F; fully-qualified     # 👨🏿‍🦽‍➡️ E15.1 man in manual wheelchair facing right: dark skin tone,group: 1F9D1 200D 1F9BD,,6
,,1F468 1F3FF 200D 1F9BD 200D 27A1; minimally-qualified # 👨🏿‍🦽‍➡ E15.1 man in manual wheelchair facing right: dark skin tone,group: 1F9D1 200D 1F9BD,,6
":walking-with-cane:,:blind:",,1F9D1 200D 1F9AF ; fully-qualified # 🧑‍🦯 E12.1 person with probing cane,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FB 200D 1F9AF ; fully-qualified # 🧑🏻‍🦯 E12.1 person with probing cane: light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FC 200D 1F9AF ; fully-qualified # 🧑🏼‍🦯 E12.1 person with probing cane: medium-light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FD 200D 1F9AF ; fully-qualified # 🧑🏽‍🦯 E12.1 person with probing cane: medium skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FE 200D 1F9AF ; fully-qualified # 🧑🏾‍🦯 E12.1 person with probing cane: medium-dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FF 200D 1F9AF ; fully-qualified # 🧑🏿‍🦯 E12.1 person with probing cane: dark skin tone,group: 1F9D1 200D 1F9AF,,6
:walking-with-cane-right:,,1F9D1 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 🧑‍🦯‍➡️ E15.1 person with white cane facing right,group: 1F9D1 200D 1F9AF,,6
:walking-with-cane-right:,,1F9D1 200D 1F9AF 200D 27A1; minimally-qualified # 🧑‍🦯‍➡ E15.1 person with white cane facing right,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FB 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 🧑🏻‍🦯‍➡️ E15.1 person with white cane facing right: light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FB 200D 1F9AF 200D 27A1; minimally-qualified # 🧑🏻‍🦯‍➡ E15.1 person with white cane facing right: light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FC 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 🧑🏼‍🦯‍➡️ E15.1 person with white cane facing right: medium-light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FC 200D 1F9AF 200D 27A1; minimally-qualified # 🧑🏼‍🦯‍➡ E15.1 person with white cane facing right: medium-light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FD 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 🧑🏽‍🦯‍➡️ E15.1 person with white cane facing right: medium skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FD 200D 1F9AF 200D 27A1; minimally-qualified # 🧑🏽‍🦯‍➡ E15.1 person with white cane facing right: medium skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FE 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 🧑🏾‍🦯‍➡️ E15.1 person with white cane facing right: medium-dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FE 200D 1F9AF 200D 27A1; minimally-qualified # 🧑🏾‍🦯‍➡ E15.1 person with white cane facing right: medium-dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FF 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 🧑🏿‍🦯‍➡️ E15.1 person with white cane facing right: dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F9D1 1F3FF 200D 1F9AF 200D 27A1; minimally-qualified # 🧑🏿‍🦯‍➡ E15.1 person with white cane facing right: dark skin tone,group: 1F9D1 200D 1F9AF,,6
:walking-with-cane-woman:,,1F469 200D 1F9AF ; fully-qualified # 👩‍🦯 woman with probing cane,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FB 200D 1F9AF ; fully-qualified # 👩🏻‍🦯 woman with probing cane: light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FC 200D 1F9AF ; fully-qualified # 👩🏼‍🦯 woman with probing cane: medium-light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FD 200D 1F9AF ; fully-qualified # 👩🏽‍🦯 woman with probing cane: medium skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FE 200D 1F9AF ; fully-qualified # 👩🏾‍🦯 woman with probing cane: medium-dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FF 200D 1F9AF ; fully-qualified # 👩🏿‍🦯 woman with probing cane: dark skin tone,group: 1F9D1 200D 1F9AF,,6
:walking-with-cane-woman-right:,,1F469 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👩‍🦯‍➡️ E15.1 woman with white cane facing right,group: 1F9D1 200D 1F9AF,,6
:walking-with-cane-woman-right:,,1F469 200D 1F9AF 200D 27A1; minimally-qualified # 👩‍🦯‍➡ E15.1 woman with white cane facing right,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FB 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👩🏻‍🦯‍➡️ E15.1 woman with white cane facing right: light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FB 200D 1F9AF 200D 27A1; minimally-qualified # 👩🏻‍🦯‍➡ E15.1 woman with white cane facing right: light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FC 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👩🏼‍🦯‍➡️ E15.1 woman with white cane facing right: medium-light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FC 200D 1F9AF 200D 27A1; minimally-qualified # 👩🏼‍🦯‍➡ E15.1 woman with white cane facing right: medium-light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FD 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👩🏽‍🦯‍➡️ E15.1 woman with white cane facing right: medium skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FD 200D 1F9AF 200D 27A1; minimally-qualified # 👩🏽‍🦯‍➡ E15.1 woman with white cane facing right: medium skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FE 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👩🏾‍🦯‍➡️ E15.1 woman with white cane facing right: medium-dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FE 200D 1F9AF 200D 27A1; minimally-qualified # 👩🏾‍🦯‍➡ E15.1 woman with white cane facing right: medium-dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FF 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👩🏿‍🦯‍➡️ E15.1 woman with white cane facing right: dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F469 1F3FF 200D 1F9AF 200D 27A1; minimally-qualified # 👩🏿‍🦯‍➡ E15.1 woman with white cane facing right: dark skin tone,group: 1F9D1 200D 1F9AF,,6
:walking-with-cane-man:,,1F468 200D 1F9AF ; fully-qualified # 👨‍🦯 man with probing cane,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FB 200D 1F9AF ; fully-qualified # 👨🏻‍🦯 man with probing cane: light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FC 200D 1F9AF ; fully-qualified # 👨🏼‍🦯 man with probing cane: medium-light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FD 200D 1F9AF ; fully-qualified # 👨🏽‍🦯 man with probing cane: medium skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FE 200D 1F9AF ; fully-qualified # 👨🏾‍🦯 man with probing cane: medium-dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FF 200D 1F9AF ; fully-qualified # 👨🏿‍🦯 man with probing cane: dark skin tone,group: 1F9D1 200D 1F9AF,,6
:walking-with-cane-man-right:,,1F468 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👨‍🦯‍➡️ E15.1 man with white cane facing right,group: 1F9D1 200D 1F9AF,,6
:walking-with-cane-man-right:,,1F468 200D 1F9AF 200D 27A1; minimally-qualified # 👨‍🦯‍➡ E15.1 man with white cane facing right,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FB 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👨🏻‍🦯‍➡️ E15.1 man with white cane facing right: light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FB 200D 1F9AF 200D 27A1; minimally-qualified # 👨🏻‍🦯‍➡ E15.1 man with white cane facing right: light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FC 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👨🏼‍🦯‍➡️ E15.1 man with white cane facing right: medium-light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FC 200D 1F9AF 200D 27A1; minimally-qualified # 👨🏼‍🦯‍➡ E15.1 man with white cane facing right: medium-light skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FD 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👨🏽‍🦯‍➡️ E15.1 man with white cane facing right: medium skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FD 200D 1F9AF 200D 27A1; minimally-qualified # 👨🏽‍🦯‍➡ E15.1 man with white cane facing right: medium skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FE 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👨🏾‍🦯‍➡️ E15.1 man with white cane facing right: medium-dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FE 200D 1F9AF 200D 27A1; minimally-qualified # 👨🏾‍🦯‍➡ E15.1 man with white cane facing right: medium-dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FF 200D 1F9AF 200D 27A1 FE0F; fully-qualified     # 👨🏿‍🦯‍➡️ E15.1 man with white cane facing right: dark skin tone,group: 1F9D1 200D 1F9AF,,6
,,1F468 1F3FF 200D 1F9AF 200D 27A1; minimally-qualified # 👨🏿‍🦯‍➡ E15.1 man with white cane facing right: dark skin tone,group: 1F9D1 200D 1F9AF,,6
:walking:,,1F6B6 ; fully-qualified # 🚶 person walking,,,6
,,1F6B6 1F3FB ; fully-qualified # 🚶🏻 person walking: light skin tone,group: 1F6B6,,6
,,1F6B6 1F3FC ; fully-qualified # 🚶🏼 person walking: medium-light skin tone,group: 1F6B6,,6
,,1F6B6 1F3FD ; fully-qualified # 🚶🏽 person walking: medium skin tone,group: 1F6B6,,6
,,1F6B6 1F3FE ; fully-qualified # 🚶🏾 person walking: medium-dark skin tone,group: 1F6B6,,6
,,1F6B6 1F3FF ; fully-qualified # 🚶🏿 person walking: dark skin tone,group: 1F6B6,,6
:walking-right:,,1F6B6 200D 27A1 FE0F; fully-qualified     # 🚶‍➡️ E15.1 person walking facing right,group: 1F6B6,,6
:walking-right:,,1F6B6 200D 27A1; minimally-qualified # 🚶‍➡ E15.1 person walking facing right,group: 1F6B6,,6
,,1F6B6 1F3FB 200D 27A1 FE0F; fully-qualified     # 🚶🏻‍➡️ E15.1 person walking facing right: light skin tone,group: 1F6B6,,6
,,1F6B6 1F3FB 200D 27A1; minimally-qualified # 🚶🏻‍➡ E15.1 person walking facing right: light skin tone,group: 1F6B6,,6
,,1F6B6 1F3FC 200D 27A1 FE0F; fully-qualified     # 🚶🏼‍➡️ E15.1 person walking facing right: medium-light skin tone,group: 1F6B6,,6
,,1F6B6 1F3FC 200D 27A1; minimally-qualified # 🚶🏼‍➡ E15.1 person walking facing right: medium-light skin tone,group: 1F6B6,,6
,,1F6B6 1F3FD 200D 27A1 FE0F; fully-qualified     # 🚶🏽‍➡️ E15.1 person walking facing right: medium skin tone,group: 1F6B6,,6
,,1F6B6 1F3FD 200D 27A1; minimally-qualified # 🚶🏽‍➡ E15.1 person walking facing right: medium skin tone,group: 1F6B6,,6
,,1F6B6 1F3FE 200D 27A1 FE0F; fully-qualified     # 🚶🏾‍➡️ E15.1 person walking facing right: medium-dark skin tone,group: 1F6B6,,6
,,1F6B6 1F3FE 200D 27A1; minimally-qualified # 🚶🏾‍➡ E15.1 person walking facing right: medium-dark skin tone,group: 1F6B6,,6
,,1F6B6 1F3FF 200D 27A1 FE0F; fully-qualified     # 🚶🏿‍➡️ E15.1 person walking facing right: dark skin tone,group: 1F6B6,,6
,,1F6B6 1F3FF 200D 27A1; minimally-qualified # 🚶🏿‍➡ E15.1 person walking facing right: dark skin tone,group: 1F6B6,,6
:walking-woman:,,1F6B6 200D 2640 FE0F ; fully-qualified # 🚶‍♀️ woman walking,group: 1F6B6,,6
:walking-woman:,,1F6B6 200D 2640 ; non-fully-qualified # 🚶‍♀ woman walking,group: 1F6B6,,6
,,1F6B6 1F3FB 200D 2640 FE0F ; fully-qualified # 🚶🏻‍♀️ woman walking: light skin tone,group: 1F6B6,,6
,,1F6B6 1F3FB 200D 2640 ; non-fully-qualified # 🚶🏻‍♀ woman walking: light skin tone,group: 1F6B6,,6
,,1F6B6 1F3FC 200D 2640 FE0F ; fully-qualified # 🚶🏼‍♀️ woman walking: medium-light skin tone,group: 1F6B6,,6
