2025 Rank,[2025] Emoji,Rank Change from 2024,Shares Count,% of Total Shares,[2024] Top Emoji
1985,🗄️,106,"5,075",0.0008%,🇲🇬
1986,🇬🇸,-37,"5,041",0.0008%,🇨🇼
1987,🙅🏾,69,"5,040",0.0008%,🇬🇾
1988,👯‍♂️,-40,"5,022",0.0008%,🧖🏻‍♀️
1989,🇰🇪,-65,"5,007",0.0008%,🇲🇺
1990,📫,-10,"4,993",0.0008%,⤴️
1991,🪧,111,"4,991",0.0007%,🉑
1992,🛅,78,"4,981",0.0007%,🤸‍♀️
1993,🇬🇲,40,"4,975",0.0007%,*️⃣
1994,🛰️,37,"4,969",0.0007%,🔽
1995,🗳️,37,"4,966",0.0007%,🇪🇹
1996,🫃,-86,"4,966",0.0007%,📶
1997,🛌🏼,-47,"4,965",0.0007%,🇸🇧
1998,🚴🏻,184,"4,947",0.0007%,🏋🏻‍♀️
1999,🇲🇹,25,"4,916",0.0007%,⛓️‍💥
2000,⤴️,-10,"4,898",0.0007%,🇰🇾
2001,🇲🇻,-132,"4,894",0.0007%,🤴🏼
2002,🇬🇩,110,"4,888",0.0007%,🦻🏻
2003,🇵🇫,103,"4,883",0.0007%,🇱🇰
2004,🇬🇺,-62,"4,876",0.0007%,🇳🇦
2005,🏋🏻‍♀️,-7,"4,865",0.0007%,🔠
2006,🧏🏽‍♂️,-36,"4,853",0.0007%,👇🏾
2007,🇱🇰,-4,"4,851",0.0007%,🧏🏽
2008,🏇🏻,10,"4,851",0.0007%,↩️
2009,🔬,-130,"4,842",0.0007%,⏺️
2010,🇲🇵,66,"4,838",0.0007%,⏯️
2011,🔡,70,"4,816",0.0007%,🇬🇦
2012,🇱🇦,4,"4,809",0.0007%,👩🏼
2013,🇲🇬,-28,"4,807",0.0007%,🙇🏽‍♂️
2014,🧑🏼‍🎄,-343,"4,794",0.0007%,🦸🏻
2015,🇲🇺,-26,"4,789",0.0007%,✍🏾
2016,🧓🏻,36,"4,784",0.0007%,🇱🇦
2017,🧏🏽‍♀️,-211,"4,782",0.0007%,🈂️
2018,🙇🏽,57,"4,774",0.0007%,🏇🏻
2019,🇰🇾,-19,"4,761",0.0007%,👱🏻‍♀️
2020,🇲🇼,54,"4,758",0.0007%,🫃🏻
2021,🏃🏽‍♀️,-45,"4,742",0.0007%,⚱️
2022,👦,-65,"4,740",0.0007%,🇬🇶
2023,🇲🇿,57,"4,726",0.0007%,🇰🇮
2024,🙇‍♂️,40,"4,726",0.0007%,🇲🇹
2025,👇🏾,-19,"4,715",0.0007%,🫴🏽
2026,📧,14,"4,714",0.0007%,🛎️
2027,🏂🏻,104,"4,711",0.0007%,🙋🏾‍♂️
2028,🇰🇮,-5,"4,703",0.0007%,👩🏿‍🦲
2029,🤜🏿,15,"4,618",0.0007%,🈳
2030,🇰🇳,64,"4,617",0.0007%,🇲🇩
2031,🙇🏽‍♂️,-18,"4,615",0.0007%,🛰️
2032,⏸️,85,"4,613",0.0007%,🗳️
2033,🛗,4,"4,600",0.0007%,🇬🇲
2034,🔤,48,"4,597",0.0007%,🏣
2035,💁🏼‍♀️,-168,"4,593",0.0007%,⏫
2036,🤚🏾,7,"4,584",0.0007%,🧍🏼‍♀️
2037,🤸‍♀️,-45,"4,581",0.0007%,🛗
2038,📰,24,"4,578",0.0007%,🛄
2039,🪪,8,"4,559",0.0007%,🧘🏻
2040,🤚🏿,18,"4,554",0.0007%,📧
2041,🇬🇮,-176,"4,552",0.0007%,⏮️
2042,🦸🏻,-28,"4,548",0.0007%,⏹️
2043,🚶🏼‍♀️,119,"4,536",0.0007%,🤚🏾
2044,🏋🏻,35,"4,535",0.0007%,🤜🏿
2045,🇬🇦,-34,"4,521",0.0007%,🪝
2046,👶🏿,-147,"4,504",0.0007%,🤛🏿
2047,👃🏼,64,"4,503",0.0007%,🪪
2048,🇲🇸,11,"4,496",0.0007%,🙆🏽‍♀️
2049,🏊🏻‍♀️,73,"4,491",0.0007%,💆🏼‍♀️
2050,🏊🏻,98,"4,491",0.0007%,👩🏻‍❤️‍💋‍👨🏻
2051,👇🏿,-110,"4,483",0.0007%,🙋🏿‍♂️
2052,🇱🇸,56,"4,481",0.0007%,🧓🏻
2053,🤛🏿,-7,"4,449",0.0007%,👩‍🎓
2054,📮,32,"4,436",0.0007%,🇲🇭
2055,🇲🇩,-25,"4,414",0.0007%,🧏🏿
2056,🇸🇧,-59,"4,414",0.0007%,🙅🏾
2057,🇲🇭,-3,"4,410",0.0007%,👨
2058,🧖🏻‍♀️,-70,"4,384",0.0007%,🤚🏿
2059,🇳🇷,-84,"4,357",0.0007%,🇲🇸
2060,🧘🏻,-21,"4,350",0.0007%,👨🏻‍🦲
2061,🇳🇦,-57,"4,346",0.0007%,👩‍🍳
2062,💆‍♀️,107,"4,316",0.0006%,📰
2063,🧜‍♀️,38,"4,302",0.0006%,🏃🏼
2064,🧏‍♂️,-406,"4,300",0.0006%,🙇‍♂️
2065,⚱️,-44,"4,276",0.0006%,📥
2066,🈂️,-49,"4,274",0.0006%,📤
2067,📭,54,"4,260",0.0006%,👩🏻‍🏫
2068,🙅🏼,-104,"4,260",0.0006%,🧞‍♀️
2069,⏏️,70,"4,249",0.0006%,👮🏻
2070,🦸🏻‍♀️,72,"4,249",0.0006%,🛅
2071,🤰🏽,-228,"4,247",0.0006%,📪
2072,👩🏻‍🏫,-5,"4,214",0.0006%,🇲🇳
2073,🤱🏼,65,"4,210",0.0006%,🕺🏿
2074,🔂,122,"4,190",0.0006%,🇲🇼
2075,*️⃣,-1350,"4,164",0.0006%,🙇🏽
2076,🤷🏿‍♀️,-131,"4,157",0.0006%,🇲🇵
2077,👨🏿‍🦲,-207,"4,135",0.0006%,🧚🏼‍♀️
2078,🧑‍🧑‍🧒,99,"4,130",0.0006%,🙆‍♂️
2079,🇱🇮,13,"4,103",0.0006%,🏋🏻
2080,🧏🏽,-73,"4,048",0.0006%,🇲🇿
2081,🗂️,16,"3,994",0.0006%,🔡
2082,👮‍♂️,69,"3,991",0.0006%,🔤
2083,🧍🏽‍♀️,-311,"3,987",0.0006%,🫃🏿
2084,🙅🏼‍♀️,-228,"3,979",0.0006%,🧘‍♀️
2085,🧏🏼,-113,"3,966",0.0006%,👧🏼
2086,🔣,114,"3,951",0.0006%,📮
2087,🇲🇳,-15,"3,948",0.0006%,🤳🏼
2088,🔀,123,"3,926",0.0006%,👃🏿
2089,🙆‍♂️,-11,"3,909",0.0006%,👩‍🦰
2090,🤸🏼‍♀️,-111,"3,885",0.0006%,👩‍⚕️
2091,👦🏻,12,"3,856",0.0006%,🗄️
2092,🧔🏻‍♂️,33,"3,842",0.0006%,🇱🇮
2093,🧏🏼‍♀️,-203,"3,833",0.0006%,👩‍💻
2094,🧛🏻‍♀️,33,"3,816",0.0006%,🇰🇳
2095,👴🏻,-142,"3,811",0.0006%,👩‍🦲
2096,🙆🏽‍♀️,-48,"3,800",0.0006%,🦶🏼
2097,🗜️,59,"3,798",0.0006%,🗂️
2098,🙅🏽‍♀️,-348,"3,753",0.0006%,👩🏻‍🦰
2099,🦶🏼,-3,"3,724",0.0006%,🇵🇬
2100,👂🏼,85,"3,723",0.0006%,🧕🏿
2101,🇳🇨,6,"3,714",0.0006%,🧜‍♀️
2102,🧍🏻‍♂️,-211,"3,707",0.0006%,🪧
2103,🧏‍♀️,-345,"3,698",0.0006%,👦🏻
2104,📤,-38,"3,691",0.0006%,🎅🏾
2105,💇🏻‍♀️,13,"3,687",0.0006%,🈁
2106,💁‍♀️,-148,"3,670",0.0006%,🇵🇫
2107,👩‍🎓,-54,"3,656",0.0005%,🇳🇨
2108,💆🏼‍♀️,-59,"3,624",0.0005%,🇱🇸
2109,✍🏿,52,"3,615",0.0005%,🙋🏾‍♀️
2110,🕺🏿,-37,"3,615",0.0005%,🧍‍♂️
2111,👨,-54,"3,571",0.0005%,👃🏼
2112,🏃🏽,2,"3,563",0.0005%,🇬🇩
2113,👱🏻‍♀️,-94,"3,549",0.0005%,🙅🏿‍♂️
2114,🧕🏼,-130,"3,547",0.0005%,🏃🏽
2115,👐🏼,1,"3,528",0.0005%,👶🏽
2116,👩🏼,-104,"3,505",0.0005%,👐🏼
2117,💁🏻‍♂️,-136,"3,485",0.0005%,⏸️
2118,🗃️,47,"3,478",0.0005%,💇🏻‍♀️
2119,🙋🏾‍♂️,-92,"3,475",0.0005%,👨‍🍳
2120,👩🏻‍❤️‍💋‍👨🏻,-70,"3,444",0.0005%,🤸🏽‍♀️
2121,🤶🏼,-309,"3,440",0.0005%,📭
2122,🦹🏻,105,"3,426",0.0005%,🏊🏻‍♀️
2123,🤼‍♀️,11,"3,359",0.0005%,🫳🏼
2124,🧖🏻,39,"3,357",0.0005%,🧛🏻
2125,🧜🏼‍♀️,82,"3,352",0.0005%,🧔🏻‍♂️
2126,🙆🏽‍♂️,3,"3,343",0.0005%,🤝🏿
2127,👸🏾,63,"3,341",0.0005%,🧛🏻‍♀️
2128,🏃🏽‍♂️,2,"3,339",0.0005%,🛌🏽
2129,🫃🏻,-109,"3,333",0.0005%,🙆🏽‍♂️
2130,👩‍⚕️,-40,"3,326",0.0005%,🏃🏽‍♂️
2131,🧑‍🧒‍🧒,35,"3,311",0.0005%,🏂🏻
2132,📇,12,"3,306",0.0005%,👩🏽
2133,👮🏻‍♀️,95,"3,300",0.0005%,🙋🏿
2134,🤳🏼,-47,"3,288",0.0005%,🤼‍♀️
2135,🈁,-30,"3,285",0.0005%,👼🏽
2136,👼🏽,-1,"3,279",0.0005%,🤴🏾
2137,🧑‍🧒,112,"3,264",0.0005%,🧑🏽‍🎄
2138,🙇🏼,14,"3,263",0.0005%,🤱🏼
2139,🫷🏽,36,"3,254",0.0005%,⏏️
2140,🦵🏼,27,"3,239",0.0005%,👩‍🚒
2141,🛀🏼,52,"3,205",0.0005%,👩🏻‍🍼
2142,👩‍🍳,-81,"3,192",0.0005%,🦸🏻‍♀️
2143,🧘‍♀️,-59,"3,160",0.0005%,🫱🏼
2144,🧎🏻,108,"3,143",0.0005%,📇
2145,🏊🏻‍♂️,253,"3,127",0.0005%,🧙‍♂️
2146,👩🏻‍🍳,46,"3,126",0.0005%,🙅🏼‍♂️
2147,🫳🏼,-24,"3,121",0.0005%,🧑‍🧑‍🧒‍🧒
2148,👶🏽,-33,"3,113",0.0005%,🏊🏻
2149,🫲🏼,42,"3,078",0.0005%,🙎🏻‍♂️
2150,🫱🏼,-7,"3,070",0.0005%,🫅🏼
2151,👩🏻‍🍼,-10,"3,067",0.0005%,👮‍♂️
2152,🎅🏽,-322,"3,066",0.0005%,🙇🏼
2153,🧍🏼‍♀️,-117,"3,066",0.0005%,🪃
2154,🫸🏽,27,"3,063",0.0005%,🙅🏿
2155,👩🏻‍🦰,-57,"3,055",0.0005%,🕴🏼
2156,🧞‍♂️,66,"3,055",0.0005%,🗜️
2157,🚴🏻‍♀️,55,"3,050",0.0005%,🏄🏻
2158,👩🏿‍🦲,-130,"3,046",0.0005%,🧕🏽
2159,👩‍🚒,-19,"3,041",0.0005%,🚶🏻‍♂️
2160,👩‍🦰,-71,"3,039",0.0005%,🛌🏿
2161,🙋🏾,18,"3,012",0.0005%,✍🏿
2162,🤸🏻‍♂️,2,"3,004",0.0005%,🚶🏼‍♀️
2163,🚶🏻‍♂️,-4,"2,997",0.0005%,🧖🏻
2164,🙎🏽‍♀️,23,"2,977",0.0004%,🤸🏻‍♂️
2165,🧙🏻,65,"2,935",0.0004%,🗃️
2166,🛌🏽,-38,"2,925",0.0004%,🧑‍🧒‍🧒
2167,🙎‍♀️,28,"2,925",0.0004%,🦵🏼
2168,👧🏼,-83,"2,916",0.0004%,🧏🏿‍♂️
2169,🏊‍♂️,84,"2,913",0.0004%,💆‍♀️
2170,🤳🏽,78,"2,910",0.0004%,👰🏼‍♀️
2171,🙎🏻‍♂️,-22,"2,904",0.0004%,🙎🏼‍♀️
2172,🤴🏼,-171,"2,895",0.0004%,🧏🏾‍♂️
2173,🙆🏼,48,"2,892",0.0004%,🧘🏼‍♀️
2174,🧛🏻,-50,"2,852",0.0004%,💆🏽‍♂️
2175,👩‍💻,-82,"2,845",0.0004%,🫷🏽
2176,🧜🏻,116,"2,838",0.0004%,👰‍♀️
2177,👐🏽,47,"2,830",0.0004%,🧑‍🧑‍🧒
2178,🫱🏻‍🫲🏼,21,"2,827",0.0004%,👩‍🎤
2179,🙍🏽‍♀️,46,"2,813",0.0004%,🙋🏾
2180,🏄🏻‍♂️,63,"2,811",0.0004%,🫷🏿
2181,💇🏻,86,"2,790",0.0004%,🫸🏽
2182,🫃🏿,-99,"2,783",0.0004%,🚴🏻
2183,👩🏻‍⚕️,22,"2,771",0.0004%,👩🏽‍🦲
2184,🏃🏾,95,"2,766",0.0004%,🧏🏼‍♂️
2185,🧑🏻‍🍼,21,"2,747",0.0004%,👂🏼
2186,🫷🏿,-6,"2,744",0.0004%,🦵🏿
2187,🧕🏿,-87,"2,729",0.0004%,🙎🏽‍♀️
2188,👮🏻‍♂️,46,"2,715",0.0004%,🖖🏼
2189,🙅🏿,-35,"2,710",0.0004%,👨🏻
2190,🫴🏾,82,"2,708",0.0004%,👸🏾
2191,👂🏿,118,"2,693",0.0004%,🫲🏼
2192,🧑🏻‍🦽,140,"2,688",0.0004%,👩🏻‍🍳
2193,🙆🏽,23,"2,687",0.0004%,🛀🏼
2194,🏄🏽‍♂️,144,"2,683",0.0004%,🤴🏿
2195,👩🏻‍🦯,75,"2,672",0.0004%,🙎‍♀️
2196,🧙🏻‍♀️,61,"2,662",0.0004%,🔂
2197,🤾🏻‍♀️,140,"2,654",0.0004%,🧑🏿‍🦲
2198,🎅🏿,-322,"2,651",0.0004%,🏊‍♀️
2199,🧑🏻‍💻,77,"2,645",0.0004%,🫱🏻‍🫲🏼
2200,🚶‍♂️,60,"2,643",0.0004%,🔣
2201,👰‍♀️,-25,"2,618",0.0004%,🧘🏽‍♀️
2202,👨🏻,-13,"2,609",0.0004%,🏃🏿
2203,🙎🏼‍♀️,-32,"2,599",0.0004%,👩🏻‍❤️‍👨🏻
2204,🧑🏻‍🍳,10,"2,596",0.0004%,🫸🏿
2205,👩🏻‍🎓,40,"2,583",0.0004%,👩🏻‍⚕️
2206,🤴🏾,-70,"2,583",0.0004%,🧑🏻‍🍼
2207,🫴🏿,12,"2,578",0.0004%,🧜🏼‍♀️
2208,🫸🏿,-4,"2,574",0.0004%,👴🏿
2209,🧙‍♂️,-64,"2,566",0.0004%,🏋️‍♀️
2210,🙋🏿‍♂️,-159,"2,561",0.0004%,🏋️‍♂️
2211,👰🏼‍♀️,-41,"2,556",0.0004%,🔀
2212,🕴🏼,-57,"2,549",0.0004%,🚴🏻‍♀️
2213,🙋🏾‍♀️,-104,"2,548",0.0004%,👩‍💼
2214,🧏🏾‍♂️,-42,"2,546",0.0004%,🧑🏻‍🍳
2215,🧑🏻‍🏫,99,"2,545",0.0004%,🫄🏿
2216,🙆🏾‍♂️,64,"2,538",0.0004%,🙆🏽
2217,🦵🏿,-31,"2,532",0.0004%,🦸‍♂️
2218,🧍‍♂️,-108,"2,529",0.0004%,🫅🏽
2219,🧙‍♀️,35,"2,520",0.0004%,🫴🏿
2220,🧑🏻‍🦯,104,"2,516",0.0004%,👩🏼‍🦲
2221,🏄‍♂️,153,"2,512",0.0004%,🙆🏼
2222,💆🏽‍♂️,-48,"2,510",0.0004%,🧞‍♂️
2223,👂🏽,104,"2,504",0.0004%,🤰🏿
2224,🙇🏾‍♂️,42,"2,500",0.0004%,👐🏽
2225,👩‍🦲,-130,"2,492",0.0004%,🙍🏽‍♀️
2226,🏊‍♀️,-28,"2,487",0.0004%,🚴‍♂️
2227,🙋🏿,-94,"2,478",0.0004%,🦹🏻
2228,👃🏿,-140,"2,475",0.0004%,👮🏻‍♀️
2229,🫅🏼,-79,"2,464",0.0004%,👩‍🦽
2230,👱‍♀️,3,"2,447",0.0004%,🧙🏻
2231,🫄🏿,-16,"2,429",0.0004%,🧍🏿‍♂️
2232,👩‍🦽,-3,"2,427",0.0004%,👷🏻
2233,🏃🏾‍♂️,14,"2,413",0.0004%,👱‍♀️
2234,👨🏻‍🦲,-174,"2,393",0.0004%,👮🏻‍♂️
2235,🤝🏿,-109,"2,385",0.0004%,🧍🏼
2236,🏃🏿,-34,"2,383",0.0004%,🙍🏻‍♂️
2237,🫅🏽,-19,"2,374",0.0004%,🏃🏾‍♀️
2238,🙅🏼‍♂️,-92,"2,362",0.0004%,🧏🏾
2239,👩🏽,-107,"2,360",0.0004%,🙅🏾‍♀️
2240,👃🏽,6,"2,350",0.0004%,👴🏼
2241,🧚🏽‍♀️,78,"2,350",0.0004%,👩‍🚀
2242,🧝🏻‍♀️,97,"2,349",0.0004%,🧑🏾‍🎄
2243,👷🏻,-11,"2,349",0.0004%,🏄🏻‍♂️
2244,🤸🏽‍♀️,-124,"2,345",0.0004%,🏄🏻‍♀️
2245,🤱🏽,49,"2,334",0.0004%,👩🏻‍🎓
2246,👵🏼,31,"2,328",0.0003%,👃🏽
2247,🏌🏻,70,"2,327",0.0003%,🏃🏾‍♂️
2248,🏋️‍♀️,-39,"2,326",0.0003%,🤳🏽
2249,👩🏻‍❤️‍👨🏻,-46,"2,325",0.0003%,🧑‍🧒
2250,🙍🏻‍♂️,-14,"2,311",0.0003%,👱🏻
2251,👮‍♀️,50,"2,304",0.0003%,👳🏻
2252,👨‍🍳,-133,"2,289",0.0003%,🧎🏻
2253,👷‍♂️,330,"2,286",0.0003%,🏊‍♂️
2254,👳🏻,-3,"2,285",0.0003%,🧙‍♀️
2255,🙇🏼‍♂️,9,"2,284",0.0003%,👨🏿
2256,🛌🏿,-96,"2,282",0.0003%,🧍🏽
2257,🚴‍♂️,-31,"2,279",0.0003%,🧙🏻‍♀️
2258,👩‍🎤,-80,"2,279",0.0003%,👧🏽
2259,🧏🏼‍♂️,-75,"2,260",0.0003%,🏃🏼‍♂️
2260,🧘🏼‍♀️,-87,"2,249",0.0003%,🚶‍♂️
2261,🙇🏾,46,"2,248",0.0003%,👩🏻‍🦱
2262,🫳🏽,38,"2,239",0.0003%,👼🏿
2263,🙍‍♀️,40,"2,236",0.0003%,👩‍🦯
2264,🏄🏻‍♀️,-20,"2,227",0.0003%,🙇🏼‍♂️
2265,🏃🏾‍♀️,-28,"2,218",0.0003%,🕵🏻
2266,🧚‍♂️,23,"2,217",0.0003%,🙇🏾‍♂️
2267,🧑🏻‍🦱,68,"2,215",0.0003%,💇🏻
2268,👩‍💼,-55,"2,207",0.0003%,🏃🏿‍♂️
2269,🫱🏻‍🫲🏿,51,"2,206",0.0003%,👩‍🌾
2270,👩‍✈️,25,"2,204",0.0003%,👩🏻‍🦯
2271,🦶🏽,42,"2,201",0.0003%,🧘🏻‍♂️
2272,🏄🏽,207,"2,192",0.0003%,🫴🏾
2273,👩‍🚀,-32,"2,167",0.0003%,🏋🏻‍♂️
2274,🤸‍♂️,47,"2,167",0.0003%,🧑🏿‍🎄
2275,🏃🏼‍♂️,-16,"2,161",0.0003%,🤶🏽
2276,🧚🏻‍♂️,89,"2,161",0.0003%,🧑🏻‍💻
2277,🖖🏼,-89,"2,160",0.0003%,👵🏼
2278,🏊🏽‍♂️,539,"2,159",0.0003%,🛌🏾
2279,🤾🏻,77,"2,150",0.0003%,🏃🏾
2280,🤸🏼,8,"2,131",0.0003%,🙆🏾‍♂️
2281,🧘‍♂️,50,"2,129",0.0003%,👩‍🎨
2282,🧑🏻‍🦳,46,"2,118",0.0003%,⛹🏻
2283,🦹🏻‍♀️,112,"2,113",0.0003%,👰🏼
2284,💆🏽,15,"2,109",0.0003%,💁🏽‍♂️
2285,👩🏻‍💻,31,"2,088",0.0003%,🧍🏿‍♀️
2286,👼🏾,39,"2,076",0.0003%,🕴🏽
2287,🫄🏼,99,"2,074",0.0003%,🙍🏼‍♀️
2288,🧝🏻,179,"2,060",0.0003%,🤸🏼
2289,🤰🏿,-66,"2,055",0.0003%,🧚‍♂️
2290,👩‍🦯,-27,"2,052",0.0003%,👩‍🦳
2291,👩🏻‍🦽,135,"2,022",0.0003%,🤼‍♂️
2292,🤵🏻‍♀️,113,"2,008",0.0003%,🧜🏻
2293,🧘🏽‍♀️,-92,"2,004",0.0003%,🚶🏽‍♀️
2294,🛌🏾,-16,"2,002",0.0003%,🤱🏽
2295,🚴‍♀️,9,"1,994",0.0003%,👩‍✈️
2296,🧑🏿‍🦲,-99,"1,993",0.0003%,🫱🏽
2297,🛀🏽,54,"1,982",0.0003%,🙆🏼‍♂️
2298,👩🏻‍🎤,13,"1,980",0.0003%,🙇🏾‍♀️
2299,🫱🏽,-3,"1,969",0.0003%,💆🏽
2300,🤹🏻,46,"1,968",0.0003%,🫳🏽
2301,🧔🏽‍♀️,117,"1,964",0.0003%,👮‍♀️
2302,🕴🏽,-16,"1,963",0.0003%,💁‍♂️
2303,🧍🏼,-68,"1,957",0.0003%,🙍‍♀️
2304,👰🏼,-21,"1,949",0.0003%,🚴‍♀️
2305,🙍🏼‍♀️,-18,"1,940",0.0003%,🕴🏿
2306,🧑🏽‍🎄,-169,"1,940",0.0003%,🙆🏿‍♂️
2307,🤼‍♂️,-16,"1,934",0.0003%,🙇🏾
2308,👧🏽,-50,"1,932",0.0003%,🫱🏿
2309,🙇🏾‍♀️,-11,"1,925",0.0003%,👂🏿
2310,👲🏻,70,"1,909",0.0003%,🧑🏼‍🦲
2311,🙅🏿‍♂️,-198,"1,908",0.0003%,👩🏻‍🎤
2312,👩🏻‍💼,50,"1,902",0.0003%,🧏🏾‍♀️
2313,⛹🏻,-31,"1,900",0.0003%,🦶🏽
2314,🧑🏻‍🚒,56,"1,870",0.0003%,🧑🏻‍🏫
2315,🫲🏽,11,"1,869",0.0003%,🧍🏽‍♂️
2316,🏋️‍♂️,-106,"1,854",0.0003%,👩🏻‍💻
2317,🏄🏼,141,"1,848",0.0003%,🏌🏻
2318,🧛‍♀️,89,"1,843",0.0003%,🦵🏽
2319,🤳🏿,30,"1,842",0.0003%,🧚🏽‍♀️
2320,🙆🏼‍♂️,-23,"1,836",0.0003%,🫱🏻‍🫲🏿
2321,🏌🏻‍♀️,132,"1,825",0.0003%,🤸‍♂️
2322,👩‍🌾,-53,"1,816",0.0003%,🫲🏿
2323,👼🏿,-61,"1,805",0.0003%,🫅🏿
2324,🤳🏾,139,"1,801",0.0003%,🧑🏻‍🦯
2325,🦵🏽,-7,"1,800",0.0003%,👼🏾
2326,👰🏻‍♂️,55,"1,791",0.0003%,🫲🏽
2327,🤵🏻‍♂️,30,"1,789",0.0003%,👂🏽
2328,🧑🏻‍🎤,115,"1,787",0.0003%,🧑🏻‍🦳
2329,👩🏼‍🦲,-109,"1,785",0.0003%,💁🏽
2330,🏃🏿‍♂️,-62,"1,776",0.0003%,🏋🏼‍♀️
2331,👱🏻,-81,"1,774",0.0003%,🧘‍♂️
2332,🖖🏽,18,"1,772",0.0003%,🧑🏻‍🦽
2333,🧏🏿,-278,"1,766",0.0003%,👂🏾
2334,🫸🏾,35,"1,766",0.0003%,🖖🏿
2335,💆‍♂️,33,"1,761",0.0003%,🧑🏻‍🦱
2336,👩🏻‍❤️‍💋‍👨🏽,61,"1,751",0.0003%,💇‍♀️
2337,🧑🏻‍🦰,65,"1,746",0.0003%,🤾🏻‍♀️
2338,👩‍🔬,4,"1,744",0.0003%,🏄🏽‍♂️
2339,👩‍🎨,-58,"1,742",0.0003%,🧝🏻‍♀️
2340,🏂🏼,98,"1,742",0.0003%,🦸‍♀️
2341,🚴🏻‍♂️,70,"1,736",0.0003%,🧙🏻‍♂️
2342,👩🏻‍🦳,22,"1,736",0.0003%,👩‍🔬
2343,👩🏽‍🦲,-160,"1,730",0.0003%,🏇🏼
2344,🧑🏻‍🔧,70,"1,729",0.0003%,👩‍🔧
2345,🏋🏻‍♂️,-72,"1,728",0.0003%,🤽🏻
2346,💆🏼,67,"1,727",0.0003%,🤹🏻
2347,👂🏾,-14,"1,721",0.0003%,👩‍🏭
2348,👴🏼,-108,"1,720",0.0003%,🫳🏿
2349,🏋🏼‍♀️,-19,"1,715",0.0003%,🤳🏿
2350,🤸🏾‍♀️,67,"1,709",0.0003%,🖖🏽
2351,🧏🏾,-113,"1,707",0.0003%,🛀🏽
2352,🫷🏾,23,"1,707",0.0003%,👱🏼‍♀️
2353,🧑🏻‍🎓,88,"1,690",0.0003%,💁🏾‍♀️
2354,💇‍♀️,-18,"1,687",0.0003%,⛹🏻‍♀️
2355,🧘🏻‍♂️,-84,"1,686",0.0003%,👐🏿
2356,🕴🏿,-51,"1,686",0.0003%,🤾🏻
2357,🧑🏻‍⚕️,25,"1,681",0.0003%,🤵🏻‍♂️
2358,🖖🏿,-24,"1,678",0.0003%,👦🏿
2359,🕵🏻,-94,"1,675",0.0003%,🦸🏻‍♂️
2360,💁🏽,-31,"1,666",0.0003%,🙆🏾
2361,🚶🏼,30,"1,665",0.0003%,💁🏼
2362,🙆🏾‍♀️,67,"1,647",0.0002%,👩🏻‍💼
2363,👶🏾,8,"1,642",0.0002%,👩‍🍼
2364,🏋🏼,23,"1,632",0.0002%,👩🏻‍🦳
2365,👨‍🚒,162,"1,624",0.0002%,🧚🏻‍♂️
2366,🧜🏽‍♀️,109,"1,619",0.0002%,🙇🏿‍♂️
2367,🦸🏻‍♂️,-8,"1,616",0.0002%,🙎🏿‍♂️
2368,🏊🏼‍♂️,225,"1,610",0.0002%,💆‍♂️
2369,🧗🏻,135,"1,605",0.0002%,🫸🏾
2370,👩‍🦳,-80,"1,603",0.0002%,🧑🏻‍🚒
2371,🚶🏽‍♀️,-78,"1,596",0.0002%,👶🏾
2372,🦸‍♀️,-32,"1,593",0.0002%,🦻🏼
2373,👩‍🦼,36,"1,586",0.0002%,💂🏻
2374,🎅🏾,-270,"1,585",0.0002%,🏄‍♂️
2375,🧚🏼,128,"1,582",0.0002%,🫷🏾
2376,🤹🏻‍♀️,59,"1,580",0.0002%,🚶🏽
2377,🦶🏾,80,"1,575",0.0002%,🧓🏼
2378,🏄🏼‍♂️,234,"1,574",0.0002%,👨🏻‍🍳
2379,🇨🇶,New,"1,572",0.0002%,🤰🏾
2380,👩‍🏭,-33,"1,570",0.0002%,👲🏻
2381,👨🏻‍🏫,178,"1,565",0.0002%,👰🏻‍♂️
2382,🦸‍♂️,-165,"1,564",0.0002%,🧑🏻‍⚕️
2383,💂🏻,-10,"1,562",0.0002%,🧍🏾‍♀️
2384,🫲🏿,-62,"1,558",0.0002%,🏃🏿‍♀️
2385,🚵🏻,187,"1,558",0.0002%,👃🏾
2386,🛀🏿,10,"1,543",0.0002%,🫄🏼
2387,🧕🏽,-229,"1,534",0.0002%,🏋🏼
2388,🦻🏼,-16,"1,532",0.0002%,👩🏻‍❤️‍💋‍👩🏻
2389,🛀🏾,205,"1,526",0.0002%,👫🏻
2390,🏄🏾‍♂️,221,"1,516",0.0002%,🧖🏼‍♀️
2391,👷🏻‍♂️,91,"1,514",0.0002%,🚶🏼
2392,🧙🏻‍♂️,-51,"1,511",0.0002%,🏋🏽‍♀️
2393,⛹🏻‍♀️,-39,"1,508",0.0002%,🧑🏽‍🦲
2394,🏂🏽,322,"1,505",0.0002%,👐🏾
2395,👃🏾,-10,"1,499",0.0002%,🦹🏻‍♀️
2396,🙆🏿,20,"1,494",0.0002%,🛀🏿
2397,🏊🏽,378,"1,492",0.0002%,👩🏻‍❤️‍💋‍👨🏽
2398,💁🏽‍♂️,-114,"1,492",0.0002%,🏊🏻‍♂️
2399,🤱🏿,29,"1,491",0.0002%,🧛‍♂️
2400,🤰🏾,-21,"1,490",0.0002%,💁🏼‍♂️
2401,👩🏻‍🦱,-140,"1,489",0.0002%,🧒🏼
